1,0.766032346,0.8203125,0,1,0.46875,0.5625,0.6875,0.357142857,0.083333333,0.76898738,0.918951589,0.898957312,0.628125
0,0.561341399,0.410791918,0.9,0,0.18,0.35,0.470588235,0,0,0.62966322,0.740788152,0.639099121,0.573626374
1,0.82060994,0.718447293,0,1,0,0.578947368,0.777777778,0.375,0.214285714,0.807454039,0.783718792,0.764665902,0.698816419
0,0.739247999,0.754371933,1,0,0.135802469,0.666666667,0.692307692,0,0,0.691344689,0.635962587,0.650354862,0.764742396
1,0.561800648,0.505181486,1,0,0.111111111,0.476190476,0.611111111,0.25,0.142857143,0.677931278,0.434390247,0.570627332,0.617021277
1,0.87930401,0.715563253,0.86,1,0.286666667,0.68,0.695652174,0.619047619,0.578947368,0.8600137,0.794180983,0.679159939,0.674936709
0,0.452267017,0.472058795,1,0,0.095959596,0.444444444,0.375,0,0,0.524770864,0.479169781,0.424771965,0.537146614
1,0.77151675,0.707223687,0.916666667,1,0.458333333,0.666666667,0.8,0.125,0,0.795834363,0.88812767,0.842506409,0.713864307
0,0.375,0.363636364,1,1,0.125,0.375,0.428571429,0.25,0.1,0.528905689,0.366333825,0.341786623,0.545454545
1,0.680413817,1.043498389,1,1,0,0.75,0.75,0.4,0,0.725627375,0.781413454,0.753388643,0.99382716
0,0.738548946,0.64874912,0.833333333,0,0.208333333,0.555555556,0.52,0.434782609,0.380952381,0.80074262,0.763124039,0.745542943,0.61752988
0,0.836660027,0.734424598,0.865384615,1,0.216346154,0.692307692,0.692307692,0.583333333,0.454545455,0.844201701,0.847120704,0.908885241,0.710851648
0,0.276026224,0.283642039,1,0,0.129464286,0.285714286,0.285714286,0.166666667,0,0.460344683,0.513857061,0.432338893,0.52458256
1,0.787838597,0.651552611,0.880952381,0,0.220238095,0.619047619,0.619047619,0.578947368,0.529411765,0.808320869,0.779428825,0.754868984,0.690943044
1,0.848668425,0.800640769,0,1,1,0.666666667,0.826086957,0.714285714,0.578947368,0.901993778,0.76680638,0.804599166,0.708487085
0,0.713477241,0.564076075,0.875,0,0.079545455,0.45,0.55,0.277777778,0.125,0.734594912,0.777580482,0.689556956,0.497461929
0,0.544704779,0.525144896,0.842105263,0,0.084210526,0.368421053,0.421052632,0.058823529,0,0.608473509,0.760914281,0.6908077,0.519429415
0,0.677296212,0.88207897,1,1,0,0.80952381,0.80952381,0.631578947,0.470588235,0.822538741,0.833801572,0.812742472,0.926108374
0,0.65279121,0.513986014,0.954545455,0,0.159090909,0.590909091,0.590909091,0.4,0.222222222,0.734196356,0.414611501,0.576264381,0.641995173
1,0.862483363,0.792527148,0.944444444,1,0.134920635,0.777777778,0.8,0.52173913,0.380952381,0.868991042,0.936121953,0.915765047,0.855029586
0,0.825028647,0.917240941,1,0,0.200980392,0.941176471,0.933333333,0.846153846,0.818181818,0.873923379,0.702858798,0.796896636,0.923654568
1,0.76,0.743160536,1,0,0.076923077,0.739130435,0.75,0.555555556,0.5,0.82278481,0.799201703,0.76682806,0.755395683
1,0.70064905,0.64670884,0.866666667,1,0.173333333,0.333333333,0.571428571,0.166666667,0,0.743665158,0.605972242,0.809547186,0.374485597
0,0.643678686,0.551985054,0,0,0,0.416666667,0.476190476,0.052631579,0,0.680302424,0.838778189,0.831026852,0.517045455
0,0.804030252,0.598845342,0.961538462,1,0.106837607,0.653846154,0.695652174,0.428571429,0.157894737,0.752297529,0.568128914,0.801919401,0.724171226
1,0.537852874,0.574307323,1,0,0.142857143,0.642857143,0.642857143,0.25,0,0.667959041,0.455413348,0.612990081,0.598639456
1,0.880715518,0.862796649,1,1,0.23125,0.9375,0.933333333,0.769230769,0.727272727,0.855770998,0.538660576,0.822968006,0.925
0,0.659828879,0.483496713,0.931818182,0,0.084710744,0.454545455,0.5625,0.142857143,0,0.687607447,0.645685856,0.676148772,0.452124798
1,0.55381862,0.498913104,0.88,1,0.073333333,0.4,0.52173913,0.142857143,0,0.68075314,0.769709742,0.830399513,0.50875
1,0.676123404,0.641649043,0.894736842,1,0,0.421052632,0.555555556,0.0625,0,0.725626908,0.853441164,0.856740355,0.500681756
