4.5,0.928571429,0.333333333,0.903525332,0.8253656,0,1.029411765,0.764705882,0.911211378,0.863564932,9.375,0.781264246,0.826152117
3.2,0.75,0.214285714,0.791666667,0.668153105,0,1,0.666666667,0.831134565,0.74801722,8.571428571,0.734268546,0.783625731
4.7,0.555555556,0.142857143,0.44474959,0.483951416,1,0,0.454545455,0.619819142,0.655243166,0,0.736533701,0.726502311
3.6,0.5,0.1,0.440958552,0.676123404,1,0,0.416666667,0.696630881,0.808038925,5,0.636396408,0.736
3.4,0.25,0,0.452910814,0.348815788,0,0,0.222222222,0.591619214,0.566186036,0,0.553408384,0.336650083
3.7,0.3125,0,0.381881308,0.222717702,0,0.833333333,0.222222222,0.579386784,0.409110464,0,0.458172798,0.433789954
4,0.5,0.25,0.612372436,0.481125224,0,0.833333333,0.5,0.688287314,0.510291135,30.76923077,0.561976075,0.515151515
3.5,0,0,0,0,0,0,0,0.293138494,0.305508973,0,0.443045378,0.606741573
3.2,0,0,0,0,0,0,0,0.241999748,0.242492816,0,0.375143409,0.588235294
3.4,0.375,0,0.612372436,0.200831604,0,1.1,0.4,0.619253416,0.421049774,0,0.421780229,0.518867925
2.8,0.222222222,0,0.166666667,0,0,0.833333333,0.166666667,0.499339685,0.411061628,0,0.271509767,0.340136054
3.7,0.222222222,0,0.392837101,0,0,0.875,0.25,0.555034125,0.413456172,0,0.32058838,0.378865979
3.4,0.375,0,0.471404521,0.233333333,0,1.166666667,0.333333333,0.599911553,0.464906403,18.18181818,0.357520282,0.549019608
4.9,0.75,0.2,0.901127114,0.777777778,0,0.933333333,0.6,0.881855016,0.720271209,0,0.917561173,0.583333333
3.6,0.266666667,0,0.574037848,0.272300029,0,0.882352941,0.294117647,0.584699871,0.482665319,2.777777778,0.657370508,0.407239819
3.8,0.4,0.125,0.478364873,0.358974359,0,1.076923077,0.307692308,0.598837672,0.717500409,0,0.616348863,0.530657748
3.4,1,0.833333333,0.953462589,1.0625,0,1.0625,1,0.935414347,0.993293406,100,0.915524602,1.023863636
4.9,0.857142857,0.6,0.824957911,0.77594029,0,0.354166667,0.875,0.889249637,0.917191998,4.545454545,0.919017434,0.904255319
3.9,0.857142857,0.2,0.782623792,0.821583836,0,0.375,0.875,0.843802981,0.912156024,4.545454545,0.886536002,0.918367347
3.415,0.333333333,0,0.4,0.328633535,0.9,0.3,0.3,0.494381844,0.597339106,3.703703704,0.503664255,0.403738318
3.7,0.333333333,0,0.426401433,0.377777778,0,0.944444444,0.333333333,0.517247655,0.625743608,4,0.533234239,0.467546755
4.4,0.857142857,0.6,0.857142857,0.75,0,1,0.857142857,0.909090909,0.860765179,64.28571429,0.852072001,0.916666667
3.8,0.857142857,0.4,0.857142857,0.75,0,1,0.857142857,0.909090909,0.742237567,42.85714286,0.819505811,0.888888889
3.5,0.571428571,0.2,0.569802882,0.255550626,0,1.142857143,0.571428571,0.7082054,0.519291314,0,0.563218117,0.789115646
4,0.571428571,0.2,0.569802882,0.255550626,0,1.142857143,0.571428571,0.7082054,0.484248694,0,0.552661657,0.816326531
2.9,0.666666667,0.1,0.833333333,0.875,0.875,0.291666667,0.333333333,0.862441482,0.989196115,3.448275862,0.790134072,0.46559633
4.1,0.615384615,0.363636364,0.739940073,0.569735446,0.923076923,0.307692308,0.615384615,0.849928462,0.70968706,2.941176471,0.753938913,0.649846154
2.5,0.777777778,0,0.646761667,0.942964916,0,0.407407407,0.444444444,0.759077522,0.697697642,8,0.681320667,0.54789272
4.2,0.769230769,0.454545455,0.848874688,0.741843029,0.961538462,0.320512821,0.769230769,0.892845801,0.705657973,2.941176471,0.901071966,0.760286225
4.4,0.9,0.5,0.827170192,0.799054932,0,0.590909091,0.636363636,0.836968861,0.596409357,4.347826087,0.660975099,0.647571606
3.2,0.769230769,0.545454545,0.811107106,0.692015716,1,0.345238095,0.785714286,0.794227313,0.70514665,30.95238095,0.860500097,0.924535916
3.635,0.5,0,0.592348878,0.57606584,0.933333333,0,0.333333333,0.650194352,0.598181137,37.14285714,0.729431987,0.35942029
