1,0.766032346,0.8203125,0.6875,0.357142857,0.083333333,0.76898738,0.918951589,0.628125
0,0.561341399,0.410791918,0.470588235,0,0,0.62966322,0.740788152,0.573626374
1,0.82060994,0.718447293,0.777777778,0.375,0.214285714,0.807454039,0.783718792,0.698816419
0,0.739247999,0.754371933,0.692307692,0,0,0.691344689,0.635962587,0.764742396
1,0.561800648,0.505181486,0.611111111,0.25,0.142857143,0.677931278,0.434390247,0.617021277
1,0.87930401,0.715563253,0.695652174,0.619047619,0.578947368,0.8600137,0.794180983,0.674936709
0,0.452267017,0.472058795,0.375,0,0,0.524770864,0.479169781,0.537146614
1,0.77151675,0.707223687,0.8,0.125,0,0.795834363,0.88812767,0.713864307
0,0.375,0.363636364,0.428571429,0.25,0.1,0.528905689,0.366333825,0.545454545
1,0.680413817,1.043498389,0.75,0.4,0,0.725627375,0.781413454,0.99382716
0,0.738548946,0.64874912,0.52,0.434782609,0.380952381,0.80074262,0.763124039,0.61752988
0,0.836660027,0.734424598,0.692307692,0.583333333,0.454545455,0.844201701,0.847120704,0.710851648
0,0.276026224,0.283642039,0.285714286,0.166666667,0,0.460344683,0.513857061,0.52458256
1,0.787838597,0.651552611,0.619047619,0.578947368,0.529411765,0.808320869,0.779428825,0.690943044
1,0.848668425,0.800640769,0.826086957,0.714285714,0.578947368,0.901993778,0.76680638,0.708487085
0,0.713477241,0.564076075,0.55,0.277777778,0.125,0.734594912,0.777580482,0.497461929
0,0.544704779,0.525144896,0.421052632,0.058823529,0,0.608473509,0.760914281,0.519429415
0,0.677296212,0.88207897,0.80952381,0.631578947,0.470588235,0.822538741,0.833801572,0.926108374
0,0.65279121,0.513986014,0.590909091,0.4,0.222222222,0.734196356,0.414611501,0.641995173
1,0.862483363,0.792527148,0.8,0.52173913,0.380952381,0.868991042,0.936121953,0.855029586
0,0.825028647,0.917240941,0.933333333,0.846153846,0.818181818,0.873923379,0.702858798,0.923654568
1,0.76,0.743160536,0.75,0.555555556,0.5,0.82278481,0.799201703,0.755395683
1,0.70064905,0.64670884,0.571428571,0.166666667,0,0.743665158,0.605972242,0.374485597
0,0.643678686,0.551985054,0.476190476,0.052631579,0,0.680302424,0.838778189,0.517045455
0,0.804030252,0.598845342,0.695652174,0.428571429,0.157894737,0.752297529,0.568128914,0.724171226
1,0.537852874,0.574307323,0.642857143,0.25,0,0.667959041,0.455413348,0.598639456
1,0.880715518,0.862796649,0.933333333,0.769230769,0.727272727,0.855770998,0.538660576,0.925
0,0.659828879,0.483496713,0.5625,0.142857143,0,0.687607447,0.645685856,0.452124798
1,0.55381862,0.498913104,0.52173913,0.142857143,0,0.68075314,0.769709742,0.50875
1,0.676123404,0.641649043,0.555555556,0.0625,0,0.725626908,0.853441164,0.500681756
0,0.713024096,0.539447366,0.588235294,0.333333333,0.230769231,0.758252773,0.581644341,0.503750493
1,0.547722558,0.648181216,0.6,0.5,0.333333333,0.666858292,0.653414441,0.703401361
0,0.333333333,0.329983165,0.363636364,0,0,0.468594063,0.51325719,0.370776256
1,0.766032346,0.755928946,0.714285714,0.25,0.1,0.82206003,0.775079951,0.482758621
1,0.904534034,0.907392872,1,1,1,0.979850184,0.989154921,0.909465021
1,0.462250164,0.728792526,0.555555556,0.285714286,0,0.600735234,0.746952718,0.71679198
1,0.690065559,0.610526316,0.62962963,0.4,0.173913043,0.785422387,0.694068411,0.704046243
1,0.883021571,0.953132614,0.9375,0.571428571,0.25,0.891384913,0.876671108,0.43434625
0,0.700140042,0.45,0.6,0,0,0.618103051,0.464893009,0.400657895
1,0.658145182,0.552033368,0.523809524,0.105263158,0,0.708450776,0.677744823,0.576028623
0,0.550822633,0.821450567,0.666666667,0.307692308,0.181818182,0.660335837,0.83936569,0.846578631
1,0.551825406,0.518980844,0.473684211,0,0,0.632292803,0.786563174,0.512510785
1,0.90578946,0.810092587,0.842105263,0.647058824,0.466666667,0.931683538,0.899646192,0.869486949
1,0.895443009,0.849802372,0.863636364,0.8,0.777777778,0.915815754,0.967514213,0.876358696
1,0.561951487,0.405521812,0.523809524,0.157894737,0,0.644232871,0.441420797,0.55992662
1,0.651583766,0.777202285,0.583333333,0.1,0,0.665036652,0.712894876,0.625310174
1,0.938971068,0.98,0.92,0.782608696,0.761904762,0.961095623,0.99629195,0.910707071
1,0.53311399,0.710584947,0.615384615,0.090909091,0,0.664204405,0.67544489,0.626573427
0,0.642057883,0.641338732,0.631578947,0.294117647,0.066666667,0.70828362,0.687357842,0.679726221
1,0.64,0.6164815,0.545454545,0.25,0.055555556,0.699574016,0.733924827,0.718254591
0,0.471939904,0.495785172,0.388888889,0.3125,0.214285714,0.607332248,0.869997638,0.520958084
1,0.780720058,0.850517272,0.833333333,0.4,0.125,0.772230474,0.683955126,0.838323353
1,0.793750794,0.754680029,0.769230769,0.583333333,0.363636364,0.774190131,0.622576884,0.799818223
0,0.423659273,0.2767614,0.333333333,0.105263158,0,0.493181896,0.320202878,0.471836735
0,0.613395615,0.548233741,0.5,0,0,0.707342276,0.838925168,0.618894166
1,0.745355992,0.779607128,0.722222222,0.375,0.214285714,0.749848526,0.810189994,0.705128205
1,0.490098029,0.75,0.583333333,0.3,0.125,0.655390342,0.76216295,0.597902098
1,0.63474545,0.466414664,0.47826087,0.19047619,0.052631579,0.695322262,0.620179094,0.576923077
0,0.690345259,0.640540306,0.739130435,0.428571429,0.157894737,0.684516787,0.553685898,0.792792793
1,0.754336509,0.563093496,0.652173913,0.333333333,0.263157895,0.762332145,0.664394804,0.836546763
1,0.833907848,0.950657895,0.913043478,0.714285714,0.578947368,0.909757627,0.798687131,1.04913522
1,0.800326731,0.748663102,0.8125,0.214285714,0,0.842206462,0.885189473,0.466363341
1,0.418121005,0.441315179,0.416666667,0.3,0.125,0.528770345,0.609190099,0.574630667
1,0.834057656,0.912870929,0.857142857,0.526315789,0.470588235,0.900066554,0.898216398,0.773913043
